event_date,device_category,operating_system,event_name,page_location,page_referrer,firebase_screen,firebase_previous_screen,sn,sr,app_version,event_count,user_pseudo_id_count
2026-09-13,mobile,iOS,or_poi_doorPhoto,,,HK.SR2.Overview.1120209,,HK.SR2.Overview.1120209,Others,7.11.1,1,1
2026-09-13,mobile,iOS,or_chart_dessert_preview,,,HK.Chart.Preview.Bookmarked,,HK.Chart.Preview.Bookmarked,ChartDessertPreview,7.10.3,2,1
2026-09-13,mobile,iOS,or_tm_book,,,HK.SR2.Overview.996824,,,,7.3.5,2,1
2026-09-13,mobile,iOS,or_tm_menu_offer_list,,,HK.Search.SR1.2,,HK.Search.SR1.2,sr1,7.15.0,1,1
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.745968,,HK.SR2.Overview.745968,sr2MoreInfo,7.9.5,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.554159,,HK.SR2.Overview.554159,sr2photo,7.10.3,1,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.Overview.50165,,HK.SR2.Overview.50165,sr2popular,7.9.5,1,1
2026-09-13,mobile,iOS,user_myor,,,HK.Home,,,btmBar,7.7.1,9,6
2026-09-13,mobile,iOS,user_bookmark_poi,,,HK.Takeaway.payment.617183,,,Booking,7.12.3,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.637965,,HK.SR2.Overview.637965,sr2allphoto,7.6.6,1,1
2026-09-13,mobile,iOS,or_search_layer_tips,,,HK.SR1.Reel.photo.23067022,,HK.SR1.Reel.photo.23067022,qcksearch,7.12.3,1,1
2026-09-13,mobile,Android,or_search_back,,,HK.QckSearch.SR1.3,,HK.QckSearch.SR1.3,SR1,7.8.1,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.Menu.667443,,HK.SR2.Menu.667443,,7.7.1,1,1
2026-09-13,mobile,iOS,user_pwd_new,,,HK.login,,,,7.15.0,1,1
2026-09-13,mobile,iOS,or_search_back,,,HK.Search.SR1.4,,HK.Search.SR1.4,,7.14.4,4,4
2026-09-13,mobile,iOS,or_poi_suggest_poi,,,HK.SR2.Overview.515728,,,,7.6.6,1,1
2026-09-13,mobile,iOS,or_search_layer_tips,,,HK.SR1.Reel.photo.29268232,,HK.SR1.Reel.photo.29268232,qcksearch,7.13.0,1,1
2026-09-13,mobile,iOS,or_poi_doorPhoto,,,HK.SR2.Overview.784924,,HK.SR2.Overview.784924,Others,7.5.4,1,1
2026-09-13,mobile,iOS,or_poi_get_photos_video,,,HK.SR2.Overview.1126699,,HK.SR2.Overview.1126699,sr2PhotoTab,7.9.0,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.1107939,,HK.SR2.Overview.1107939,,7.6.5,1,1
2026-09-13,mobile,iOS,or_search_get_poi,,,HK.SR1.Reel.photo.14039283,,HK.SR1.Reel.photo.14039283,sr1,7.17.0,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.520558,,HK.SR2.Overview.520558,sr2allphoto,7.9.6,1,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.Overview.802931,,HK.SR2.Overview.802931,sr2popular,7.6.5,1,1
2026-09-13,mobile,iOS,or_tm_book,,,HK.SR2.Overview.735164,,HK.SR2.Overview.735164,sr2Picker,7.10.0,1,1
2026-09-13,mobile,Android,or_search_quick,,,HK.Search.SR1.6,,hk.Offer.SR1.1,OfferSR1,7.16.1,2,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.Reel.photo.13472274,,HK.SR2.Menu.660034,,7.9.2,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.618146,,HK.SR2.Overview.618146,sr2allphoto,7.10.3,1,1
2026-09-13,mobile,iOS,or_coupon_getdetails,,,HK.SR2.Overview.728894,,HK.SR2.Overview.728894,sr2OV,7.6.1,1,1
2026-09-13,mobile,iOS,or_poi_popularDish_detail,,,HK.SR2.photo.popularDish.850796,,HK.SR2.photo.popularDish.850796,,7.17.2,10,1
2026-09-13,mobile,iOS,or_takeaway_order,,,HK.Takeaway.order.1107104,,HK.Takeaway.order.1107104,sr2OV,7.10.2,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.452625,,HK.SR2.Overview.452625,,7.10.3,1,1
2026-09-13,mobile,iOS,or_suggestedRestaurant_get_poi,,,HK.SR2.Reel.photo.26026760,,,sr2suggest,7.5.0,1,1
2026-09-13,mobile,iOS,or_explore_reel_media,,,HK..Reel.photo.0,,HK..Reel.photo.0,Reel,7.11.0,2,2
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.Reel.media.57372,,HK.SR2.Reel.media.57372,sr2PhotoTab,7.7.0,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.1141016,,HK.SR2.Overview.1141016,sr2allphoto,7.8.1,1,1
2026-09-13,mobile,Android,or_poi_map,,,,,,,7.10.3,7,5
2026-09-13,mobile,iOS,or_search_back_dialog,,,,,HK.QckSearch.SR1.2,,7.9.5,1,1
2026-09-13,mobile,iOS,view_overview_Promotion,,,HK.SR2.Overview.876201,,,,7.3.2,2,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.Overview.86247,,HK.SR2.Overview.86247,sr2popular,7.9.2,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.726080,,HK.SR2.Overview.726080,sr2allphoto,7.5.0,1,1
2026-09-13,mobile,iOS,or_search_get_poi,,,HK.AdvSearch.SR1.2,,,sr1,7.9.2,21,13
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.180832,,HK.SR2.Overview.180832,sr2opening,7.10.3,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.Reel.photo.26080893,,HK.SR2.Reel.photo.26080893,sr2Tab,7.9.5,1,1
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.1134149,,HK.SR2.Overview.1134149,sr2MoreInfo,7.9.2,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.AdvSearch.SR1.6,,HK.AdvSearch.SR1.6,,7.6.3,1,1
2026-09-13,mobile,iOS,or_search_quick,,,HK.QckSearch.SR1.10,,HK.QckSearch.SR1.10,search_key_in,7.6.3,1,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.Overview.856605,,HK.SR2.Overview.856605,sr2popular,7.14.1,1,1
2026-09-13,mobile,iOS,or_index_shoppingmall_district_2,,,HK.Home,,hk.home,,7.14.4,5,4
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.721829,,HK.SR2.Overview.721829,,7.9.5,1,1
2026-09-13,mobile,iOS,or_tm_succeed,,,HK.TM.booking.787474,,HK.TM.booking.787474,,7.13.2,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.1130068,,HK.SR2.Overview.1130068,sr2photo,7.5.4,1,1
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.645119,,HK.SR2.Overview.645119,sr2opening,7.6.6,1,1
2026-09-13,mobile,iOS,or_search_layer_search,,,HK.Search.SR1.1,,HK.Search.SR1.1,search_key_in,7.13.3,3,1
2026-09-13,mobile,iOS,or_poi_review_editorChoice,,,HK.SR2.review.18607,,HK.SR2.review.18607,sr2reviewTab,7.14.3,1,1
2026-09-13,mobile,iOS,view_overview_Promotion,,,HK.SR2.Overview.717867,,,,7.9.2,1,1
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.516171,,HK.SR2.Overview.516171,sr2MoreInfo,7.9.6,1,1
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.634810,,HK.SR2.Overview.634810,sr2opening,7.12.3,1,1
2026-09-13,mobile,iOS,or_mall_sr1_shoppingmall_district_41662,,,HK.Mall.SR1.1,,HK.Mall.SR1.1,,7.14.4,3,2
2026-09-13,mobile,iOS,or_sr2_reel_media,,,HK.SR2.Reel.media.10059,,hk.SR2.photo.all.519374,,7.12.1,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.1115374,,HK.SR2.Overview.1115374,,7.15.0,1,1
2026-09-13,mobile,iOS,or_poi_map,,,HK.SR2.Overview.806961,,HK.SR2.Overview.806961,,7.17.2,2,1
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.1140895,,HK.SR2.Overview.1140895,sr2MoreInfo,7.4.3,1,1
2026-09-13,mobile,iOS,recsys_poi_getlist,,,,,,recsys,7.4.2,2,2
2026-09-13,mobile,iOS,or_search_adv,,,HK.AdvSearch.SR1.2,,HK.AdvSearch.SR1.2,search_history,7.9.6,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.634810,,HK.SR2.Overview.634810,,7.15.0,1,1
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.714407,,HK.SR2.Overview.714407,sr2opening,7.15.0,1,1
2026-09-13,mobile,iOS,or_sr2_reel_media,,,HK.SR2.Reel.media.7533,,hk.SR2.photo.food.603861,,7.12.1,1,1
2026-09-13,mobile,iOS,or_poi_map,,,HK.SR2.Overview.1864,,HK.SR2.Overview.1864,,7.13.0,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.1114973,,HK.SR2.Overview.1114973,sr2photo,7.9.2,2,1
2026-09-13,mobile,iOS,or_advsearch_open_filter,,,HK.SR1.Reel.photo.27889389,,HK.SR1.Reel.photo.27889389,sr1,7.11.0,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Reel.photo.27925487,,HK.SR2.Reel.photo.27925487,,7.7.1,1,1
2026-09-13,mobile,Android,or_poi_review_back,,,HK.SR2.review.1005761,,,,7.16.2,1,1
2026-09-13,mobile,iOS,or_poi_review_back,,,HK.SR2.review.6016,,,,7.3.5,1,1
2026-09-13,mobile,iOS,or_deeplink_get_poi,,,,,HK.Review.6364450,,7.17.2,1,1
2026-09-13,mobile,iOS,or_poi_doorPhoto,,,CN.SR2.Overview.5690070,,CN.SR2.Overview.5690070,Others,7.7.1,1,1
2026-09-13,mobile,iOS,or_sr1_reel_media,,,HK.Photo.SR1.2,,hk.Photo.SR1.1,,7.16.1,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.Reel.photo.23336600,,HK.SR2.Menu.23629,,7.9.6,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.1126699,,HK.SR2.Overview.1126699,sr2photo,7.9.0,1,1
2026-09-13,mobile,iOS,user_uber_get,,,HK.SR2.Map.604712,,,Map,7.11.1,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.723058,,HK.SR2.Overview.723058,,7.9.0,1,1
2026-09-13,mobile,iOS,or_poi_popularDish_detail,,,HK.SR2.photo.popularDish.880343,,HK.SR2.photo.popularDish.880343,,7.10.2,2,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.Menu.655666,,HK.SR2.Menu.655666,,7.9.6,1,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.Overview.778449,,HK.SR2.Overview.778449,sr2popular,7.15.0,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.photo.3599,,HK.SR2.photo.3599,,7.5.2,3,1
2026-09-13,mobile,iOS,or_explore_reel_media,,,HK.Explore.12,,hk.Explore.12,,7.6.5,1,1
2026-09-13,mobile,iOS,os_update,,,,,,,7.6.5,11,11
2026-09-13,mobile,Android,or_poi_get_photos,,,HK.SR2.photo.820835,,HK.SR2.overview.820835,sr2,7.9.6,1,1
2026-09-13,mobile,iOS,or_tm_menu_offer_detail,,,HK.TM.Menu.Offer.List.679608,,HK.TM.Menu.Offer.List.679608,BookingMenuSR1,7.10.3,1,1
2026-09-13,mobile,Android,or_poi_popularDish,,,HK.SR2.photo.popularDish.875194,,HK.SR2.photo.video.875194,sr2photoTab,7.16.2,2,1
2026-09-13,mobile,iOS,or_poi_doorPhoto,,,HK.SR2.Overview.453327,,HK.SR2.Overview.453327,Others,7.4.2,1,1
2026-09-13,mobile,iOS,or_search_get_poi,,,HK.SR1.Reel.photo.29436314,,,sr1,7.6.1,1,1
2026-09-13,mobile,iOS,or_poi_suggest_poi,,,HK.SR2.Overview.693758,,,,7.3.5,1,1
2026-09-13,mobile,iOS,or_deeplink_get_poi,,,HK.Takeaway.order.821402,,,,7.11.1,1,1
2026-09-13,mobile,iOS,poi_emenu_photo,,,HK.SR2.photo.menu.686954,,HK.SR2.photo.menu.686954,,7.14.4,2,1
2026-09-13,mobile,iOS,or_poi_doorPhoto,,,HK.SR2.Overview.1130173,,HK.SR2.Overview.1130173,Others,7.13.2,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.795547,,HK.SR2.Overview.795547,sr2photo,7.6.2,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.1138794,,HK.SR2.Overview.1138794,sr2photo,7.9.5,1,1
2026-09-13,mobile,iOS,user_like_photo,,,HK.SR2.Reel.photo.28983211,,HK.SR2.Reel.photo.28983211,Reel,7.16.1,2,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.photo.889241,,HK.SR2.photo.889241,sr2PhotoTab,7.6.1,1,1
2026-09-13,mobile,iOS,or_poi_doorPhoto,,,HK.SR2.Overview.849068,,HK.SR2.Overview.849068,Others,7.14.3,1,1
2026-09-13,mobile,iOS,view_SR1_Promotion,,,HK.QckSearch.SR1.1,,,,7.3.5,10,8
2026-09-13,mobile,iOS,or_poi_map,,,HK.SR2.Overview.20303,,,,7.3.5,1,1
2026-09-13,mobile,Android,or_search_photo,,,HK.Photo.SR1.4,,hk.Search.SR1.1,sr1,7.17.1,1,1
2026-09-13,mobile,iOS,or_poi_review_ok,,,HK.SR2.Overview.1112755,,HK.SR2.Overview.1112755,sr2reviewTab,7.10.3,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.1136026,,HK.SR2.Overview.1136026,sr2photo,7.9.1,1,1
2026-09-13,mobile,iOS,user_share_poi,,,HK.SR2.Overview.820278,,,sr2sharepop,7.12.0,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.AdvSearch,,HK.AdvSearch,,7.13.2,1,1
2026-09-13,mobile,iOS,or_search_nearby,,,HK.Search.SR1.16,,HK.Search.SR1.16,qcksearch,7.14.3,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.Reel.photo.22123091,,HK.SR2.photo.all.186609,sr2PhotoTab,7.10.3,1,1
2026-09-13,mobile,Android,or_explore,,,HK.Home.Explore.8,,,btmBar,7.14.2,1,1
2026-09-13,tablet,iOS,or_lang_toggle,,,HK.Settings,,,,7.5.0,1,1
2026-09-13,mobile,iOS,or_poi_get_photos_others,,,HK.SR2.photo.menu.1831,,HK.SR2.photo.menu.1831,sr2PhotoTab,7.11.1,2,1
2026-09-13,mobile,iOS,or_sr2_reel_media,,,HK.SR2.Reel.photo.29051564,,HK.SR2.Reel.photo.29051564,all,7.8.0,1,1
2026-09-13,mobile,iOS,or_search_back,,,HK.SR1.Reel.photo.22031644,,HK.SR1.Reel.photo.22031644,,7.13.0,1,1
2026-09-13,mobile,iOS,user_photo_info,,,HK.SR2.Reel.photo.29394539,,HK.SR2.Reel.photo.29394539,Reel,7.17.2,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.Overview.1005579,,HK.SR2.Overview.1005579,sr2Tab,7.9.1,1,1
2026-09-13,mobile,iOS,or_search_quick,,,HK.SR2.Overview.14960,,HK.SR2.Overview.14960,,7.17.0,1,1
2026-09-13,mobile,iOS,or_poi_popularDish_detail,,,HK.SR2.popularDish.list.720889,,,,7.3.5,1,1
2026-09-13,mobile,iOS,or_poi_review_back,,,HK.SR2.review.1017177,,HK.SR2.review.1017177,,7.16.1,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.554784,,,sr2allphoto,7.3.5,1,1
2026-09-13,mobile,iOS,or_search_quick,,,HK.Home,,HK.Home,qcksearch,7.10.1,2,2
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.575528,,HK.SR2.Overview.575528,,7.10.1,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.1022858,,HK.SR2.Overview.1022858,,7.15.0,1,1
2026-09-13,mobile,iOS,user_screenCap,,,TW.SR2.Overview.504893,,,,7.14.4,1,1
2026-09-13,mobile,iOS,impression_jobs_poiSr2Hiring,,,HK.SR2.Overview.805263,,,,7.11.0,2,1
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.26721,,HK.SR2.Overview.26721,sr2opening,7.9.5,1,1
2026-09-13,mobile,iOS,or_selforder_order,,,HK.SR2.Overview.190869,,HK.SR2.Overview.190869,sr2Tab,7.8.0,1,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.Overview.3468,,HK.SR2.Overview.3468,sr2popular,7.12.3,1,1
2026-09-13,mobile,Android,or_search_layer_tips,,,,,hk.Search.layer,,7.18.1,12,6
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.Overview.154561,,HK.SR2.Overview.154561,sr2popular,7.16.1,1,1
2026-09-13,mobile,iOS,or_search_quick,,,HK.SR1.Reel.photo.29408106,,HK.SR1.Reel.photo.29408106,search_history,7.9.5,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.Reel.photo.26418653,,HK.SR2.Menu.50772,,7.9.2,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.566971,,HK.SR2.Overview.566971,sr2allphoto,7.9.2,1,1
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.517327,,,sr2opening,7.1.1,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.Overview.664210,,HK.SR2.Overview.664210,sr2Tab,7.10.2,2,1
2026-09-13,mobile,iOS,user_photo_info,,,HK.SR2.Reel.photo.28439212,,HK.SR2.Reel.photo.28439212,Reel,7.17.2,1,1
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.592679,,HK.SR2.Overview.592679,sr2MoreInfo,7.9.5,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.photo.decor.890903,,HK.SR2.photo.decor.890903,sr2PhotoTab,7.9.5,1,1
2026-09-13,mobile,iOS,voucher_detail,,,HK.SR2.Overview.545775,,HK.SR2.Overview.545775,sr2OV,7.6.2,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.photo.all.911,,HK.SR2.photo.all.911,,7.10.3,2,2
2026-09-13,mobile,iOS,or_poi_review_back,,,HK.SR2.review.612662,,,,7.3.1,1,1
2026-09-13,mobile,iOS,or_search_back,,,HK.Nearby.SR1.1,,HK.QckSearch,,7.17.2,3,3
2026-09-13,mobile,Android,or_poi_get_menu,,,HK.SR2.Menu.1127708,,,sr2photoTab,6.3.6,2,1
2026-09-13,mobile,iOS,user_like_photo,,,HK.SR2.Reel.photo.29065514,,HK.SR2.Reel.photo.29065514,Reel,7.14.4,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.669096,,HK.SR2.Overview.669096,,7.4.2,1,1
2026-09-13,mobile,iOS,or_search_quick,,,HK.QckSearch.SR1.1,,HK.QckSearch.SR1.1,search_history,7.6.0,1,1
2026-09-13,mobile,iOS,user_photo_info,,,HK.SR2.Reel.photo.23784042,,HK.SR2.Reel.photo.23784042,Reel,7.17.2,1,1
2026-09-13,mobile,iOS,or_map_get_poi,,,HK.Nearby.Maps,,,,7.10.3,2,1
2026-09-13,mobile,iOS,app_exception,,,HK.SR2.Overview.865284,,,,7.10.1,1,1
2026-09-13,mobile,iOS,user_share_poi,,,HK.SR2.Overview.1147948,,,sr2sharepop,7.9.0,1,1
2026-09-13,mobile,iOS,or_tm_book,,,HK.SR2.Overview.798030,,HK.SR2.Overview.798030,sr2BookingWidget,7.9.5,1,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.photo.popularDish.548827,,HK.SR2.photo.popularDish.548827,,7.12.3,8,1
2026-09-13,mobile,iOS,or_search_adv,,,HK.AdvSearch.SR1.31,,HK.AdvSearch.SR1.31,Advance,7.6.1,1,1
2026-09-13,mobile,iOS,OR_MembershipPoint_asia_miles,,,HK.MembershipPoint.asia_miles,,HK.MembershipPoint.asia_miles,membershippoint,7.5.2,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.847494,,HK.SR2.Overview.847494,,7.10.3,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.photo.892388,,,sr2PhotoTab,7.2.1,2,1
2026-09-13,mobile,iOS,or_selforder_order,,,HK.SR2.Overview.659971,,HK.SR2.Overview.659971,sr2Tab,7.14.3,1,1
2026-09-13,mobile,iOS,poi_emenu_photo,,,HK.SR2.photo.menu.802600,,HK.SR2.photo.menu.802600,,7.10.3,2,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.photo.876854,,,,7.3.5,1,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.Overview.151358,,HK.SR2.Overview.151358,sr2popular,7.14.3,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.Overview.673460,,HK.SR2.Overview.673460,sr2Tab,7.9.2,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.22124,,HK.SR2.Overview.22124,,7.15.0,1,1
2026-09-13,mobile,iOS,or_advsearch_open_filter,,,HK.Search.SR1.1,,HK.Search.SR1.1,sr1,7.17.2,32,21
2026-09-13,mobile,iOS,or_search_back,,,HK.QckSearch.SR1.3,,HK.QckSearch.SR1.3,,7.9.5,17,16
2026-09-13,mobile,iOS,impression_jobs_poiSr2Hiring,,,HK.SR2.Overview.805263,,,,7.9.5,1,1
2026-09-13,mobile,Android,or_poi_get_photos_all_decor,,,HK.SR2.photo.decor.1143812,,HK.SR2.photo.all.1143812,sr2photoTab,7.15.0,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.photo.583016,,HK.SR2.photo.583016,,7.6.1,1,1
2026-09-13,mobile,iOS,user_like_photo,,,HK.SR2.Reel.photo.25761603,,HK.SR2.Reel.photo.25761603,Reel,7.9.5,1,1
2026-09-13,mobile,iOS,or_search_all_dishes,,,HK.Nearby.SR1.1,,HK.Nearby.SR1.1,,7.11.1,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.photo.859007,,HK.SR2.photo.859007,,7.9.5,3,1
2026-09-13,mobile,Android,or_search_adv,,,HK.AdvSearch.SR1.8,,,Advance,5.19.1,2,1
2026-09-13,mobile,iOS,user_enter_profile,,,HK.SR2.Reel.photo.24494802,,HK.SR2.Reel.photo.24494802,Reel,7.6.5,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.137919,,HK.SR2.Overview.137919,,7.12.1,1,1
2026-09-13,mobile,iOS,or_poi_phone,,,HK.SR2.Overview.597626,,,sr2basic,7.14.3,2,1
2026-09-13,mobile,iOS,or_poi_phone,,,HK.SR2.Overview.885343,,,sr2basic,7.11.0,1,1
2026-09-13,mobile,iOS,or_sr2_reel_media,,,HK.SR2.photo.all.1100155,,hk.SR2.photo.all.1100155,,7.16.1,1,1
2026-09-13,mobile,iOS,or_sr2_reel_media,,,HK.SR2.photo.food.534396,,hk.SR2.photo.food.534396,,7.9.5,1,1
2026-09-13,mobile,iOS,or_tm_menu_offer_detail,,,HK.SR2.Overview.584660,,HK.SR2.Overview.584660,,7.17.2,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.721717,,HK.SR2.Overview.721717,sr2allphoto,7.7.1,1,1
2026-09-13,mobile,iOS,or_poi_doorPhoto,,,HK.SR2.Overview.514588,,HK.SR2.Overview.514588,Others,7.14.0,1,1
2026-09-13,mobile,Android,or_poi_popularDish,,,,,HK.SR2.overview.839635,sr2,7.17.0,1,1
2026-09-13,mobile,iOS,or_search_nearby,,,HK.Nearby.SR1.3,,HK.Nearby.SR1.3,Index,7.10.2,4,4
2026-09-13,mobile,Android,or_search_back,,,HK.TM.SR1.2,,HK.TM.SR1.2,SR1,7.17.0,1,1
2026-09-13,mobile,iOS,poi_emenu_photo,,,HK.SR2.Menu.602434,,HK.SR2.Menu.602434,,7.6.6,2,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.photo.food.652752,,HK.SR2.photo.food.652752,sr2PhotoTab,7.7.1,1,1
2026-09-13,mobile,iOS,user_photo_info,,,HK.SR2.Reel.photo.28098015,,HK.SR2.Reel.photo.28098015,Reel,7.10.3,1,1
2026-09-13,mobile,iOS,or_coupon_getdetails,,,HK.QckSearch,,HK.QckSearch,Others,7.17.2,1,1
2026-09-13,mobile,Android,or_tm_book,,,HK.SR2.overview.1028713,,,sr2Picker,6.3.6,1,1
2026-09-13,mobile,iOS,user_upload_photo,,,HK.SR2.Overview.558279,,,sr2OV,7.14.4,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.883315,,HK.SR2.Overview.883315,,7.15.0,1,1
2026-09-13,mobile,iOS,or_search_offer,,,HK.Offer.SR1.18,,HK.Offer.SR1.18,qcksearch,7.11.1,1,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.photo.popularDish.766272,,HK.SR2.photo.popularDish.766272,,7.14.2,1,1
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.694280,,HK.SR2.Overview.694280,sr2opening,7.6.2,1,1
2026-09-13,mobile,iOS,user_media_info,,,HK.SR2.Reel.media.10462,,HK.SR2.Reel.media.10462,Reel,7.17.2,1,1
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.992411,,HK.SR2.Overview.992411,sr2opening,7.10.2,1,1
2026-09-13,mobile,iOS,or_search_get_poi,,,HK.QckSearch.SR1.1,,,sr1,7.4.2,138,43
2026-09-13,mobile,iOS,or_takeaway_order,,,HK.Takeaway.order.881096,,HK.Takeaway.order.881096,menu,7.13.3,1,1
2026-09-13,mobile,iOS,view_overview_Promotion,,,HK.SR2.Overview.888644,,,,7.12.1,1,1
2026-09-13,mobile,iOS,user_share_poi,,,HK.SR2.Overview.1030826,,,sr2sharepop,7.12.3,1,1
2026-09-13,mobile,iOS,or_poi_doorPhoto,,,HK.SR2.Overview.572152,,HK.SR2.Overview.572152,Others,7.11.1,1,1
2026-09-13,mobile,iOS,or_explore_reel,,,HK.SR2.Reel.photo.25551091,,HK.SR2.Reel.photo.25551091,sr2,7.4.3,4,1
2026-09-13,mobile,Android,or_poi_get_photos_all_video,,,HK.SR2.photo.video.807257,,HK.SR2.photo.video.807257,sr2photoTab,7.16.1,1,1
2026-09-13,mobile,iOS,or_sr1_reel_media,,,HK.SR1.Reel.photo.27853304,,HK.SR1.Reel.photo.27853304,Reel,7.15.0,1,1
2026-09-13,mobile,iOS,poi_emenu_photo,,,HK.SR2.Menu.463174,,HK.SR2.Menu.463174,,7.9.6,1,1
2026-09-13,mobile,iOS,or_poi_get_photos_video,,,HK.SR2.photo.all.689528,,HK.SR2.photo.all.689528,sr2PhotoTab,7.17.2,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.746973,,HK.SR2.Overview.746973,sr2allphoto,7.9.5,1,1
