event_date,device_category,operating_system,event_name,page_location,page_referrer,firebase_screen,firebase_previous_screen,sn,sr,app_version,event_count,user_pseudo_id_count
2026-09-13,mobile,iOS,or_explore_reel,,,HK.SR2.Reel.photo.29343453,,HK.SR2.Reel.photo.29343453,sr2,7.4.4,1,1
2026-09-13,mobile,iOS,or_poi_map,,,HK.SR2.Overview.582286,,,,7.3.5,1,1
2026-09-13,mobile,iOS,or_poi_suggest_poi,,,HK.SR2.Overview.690230,,,,7.15.0,3,1
2026-09-13,mobile,iOS,or_poi_map,,,HK.SR2.Overview.789493,,HK.SR2.Overview.789493,,7.14.3,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.873059,,HK.SR2.Overview.873059,,7.13.3,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.681184,,HK.SR2.Overview.681184,,7.10.2,1,1
2026-09-13,mobile,iOS,user_photo_info,,,HK.SR2.Reel.photo.27246093,,HK.SR2.Reel.photo.27246093,Reel,7.17.2,1,1
2026-09-13,mobile,iOS,or_poi_review_back,,,HK.SR2.review.1030033,,HK.SR2.review.1030033,,7.14.4,1,1
2026-09-13,mobile,iOS,or_search_get_poi,,,HK.SR1.Reel.photo.22406517,,,sr1,7.11.1,1,1
2026-09-13,mobile,Android,or_search_adv,,,HK.AdvSearch.SR1.6,,,Advance,6.3.5,2,1
2026-09-13,mobile,Android,view_SR1_Promotion,,,HK.QckSearch.SR1.3,,HK.QckSearch.SR1.3,,7.6.3,1,1
2026-09-13,mobile,iOS,or_chart_bookmarked_preview,,,JP.Home,,JP.Home,ChartBookmarkPreview,7.9.5,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.882576,,HK.SR2.Overview.882576,,7.7.1,2,1
2026-09-13,mobile,Android,or_takeaway_order,,,HK.SR2.overview.620697,,,sr2Tab,7.17.0,1,1
2026-09-13,mobile,Android,app_remove,,,,,,,6.3.1,1,1
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.722326,,HK.SR2.Overview.722326,sr2MoreInfo,7.14.4,1,1
2026-09-13,mobile,iOS,or_poi_doorPhoto,,,HK.SR2.Overview.994488,,HK.SR2.Overview.994488,Others,7.14.4,1,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.Overview.773711,,HK.SR2.Overview.773711,sr2popular,7.11.1,1,1
2026-09-13,mobile,iOS,user_like_photo,,,HK.SR2.Reel.photo.19063252,,HK.SR2.Reel.photo.19063252,Reel,7.15.0,1,1
2026-09-13,mobile,iOS,or_takeaway_order,,,HK.Takeaway.order.574374,,HK.Takeaway.order.574374,sr2OV,7.6.5,1,1
2026-09-13,mobile,iOS,user_enter_profile,,,,,,btmBar,7.14.3,4,4
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.786532,,HK.SR2.Overview.786532,,7.14.4,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.photo.1139841,,HK.SR2.photo.1139841,,7.7.1,2,1
2026-09-13,mobile,Android,or_tm_menu_offer_list,,,HK.SR2.overview.187493,,,sr1,7.16.1,1,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.photo.food.820968,,HK.SR2.photo.food.820968,sr2PhotoTab,7.14.4,1,1
2026-09-13,mobile,iOS,or_explore,,,HK.SR2.Menu.689831,,HK.SR2.Menu.689831,,7.4.3,1,1
2026-09-13,mobile,iOS,or_sr2_reel_media,,,HK.SR2.Reel.media.31555,,HK.SR2.Reel.media.31555,all,7.14.4,1,1
2026-09-13,mobile,iOS,or_poi_doorPhoto,,,HK.SR2.Overview.1001605,,HK.SR2.Overview.1001605,Others,7.9.5,1,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.Overview.848070,,HK.SR2.Overview.848070,sr2popular,7.11.1,1,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.Overview.1029928,,HK.SR2.Overview.1029928,sr2popular,7.9.6,1,1
2026-09-13,mobile,iOS,os_update,,,,,,,7.16.2,5,5
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.807826,,HK.SR2.Overview.807826,sr2opening,7.14.4,1,1
2026-09-13,mobile,iOS,impression_photo,,,HK.Photo.SR1.Reel.media.15840,,hk.photo.SR1.2,PhotoSR1,7.12.0,1,1
2026-09-13,mobile,iOS,view_overview_Promotion,,,HK.SR2.Overview.1132687,,,,7.2.1,1,1
2026-09-13,mobile,iOS,user_share_poi,,,HK.SR2.Overview.661439,,,sr2sharepop,7.15.0,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.826574,,HK.SR2.Overview.826574,,7.9.2,2,1
2026-09-13,mobile,iOS,or_search_adv,,,HK.AdvSearch.SR1.11,,HK.AdvSearch.SR1.11,Advance,7.6.1,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.photo.1138491,,HK.SR2.photo.1138491,,7.6.1,2,1
2026-09-13,mobile,iOS,or_search_get_poi,,,HK.Search.SR1.17,,,sr1,7.14.4,2,2
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.882252,,,sr2allphoto,7.3.5,1,1
2026-09-13,mobile,iOS,or_takeaway_order,,,HK.Takeaway.order.862006,,HK.Takeaway.order.862006,sr2Tab,7.9.2,1,1
2026-09-13,mobile,iOS,or_search_adv,,,HK.Photo.SR1.1,,HK.AdvSearch,qcksearch,7.17.2,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.870975,,HK.SR2.Overview.870975,sr2allphoto,7.9.2,1,1
2026-09-13,mobile,iOS,or_explore,,,HK.SR2.photo.food.20843,,HK.SR2.photo.food.20843,,7.4.4,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.photo.decor.833481,,HK.SR2.photo.decor.833481,sr2PhotoTab,7.7.0,1,1
2026-09-13,mobile,Android,or_takeaway_order,,,HK.SR2.overview.483563,,,sr2Tab,7.14.0,2,1
2026-09-13,mobile,iOS,or_tm_book,,,HK.SR2.Overview.1118453,,HK.SR2.Overview.1118453,sr2Picker,7.5.1,1,1
2026-09-13,mobile,iOS,or_poi_phone,,,HK.SR2.Overview.780065,,,sr2info,7.4.2,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Reel.photo.23390564,,HK.SR2.photo.7348,,7.8.1,1,1
2026-09-13,mobile,iOS,or_search_get_poi,,,HK.AdvSearch.SR1.6,,,sr1,7.5.1,2,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.photo.decor.1134450,,HK.SR2.photo.decor.1134450,sr2PhotoTab,7.9.5,1,1
2026-09-13,mobile,iOS,or_search_quick,,,HK.Search.SR1.1,,HK.Search.SR1.1,,7.14.1,1,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.Overview.852706,,HK.SR2.Overview.852706,sr2popular,7.14.3,1,1
2026-09-13,mobile,iOS,or_poi_map,,,HK.SR2.Overview.741731,,HK.SR2.Overview.741731,,7.6.5,1,1
2026-09-13,mobile,iOS,os_update,,,HK.Home,,,,6.3.4,1,1
2026-09-13,mobile,iOS,user_bookmark_poi,,,HK.SR2.Overview.10618,,,sr2,7.1.1,1,1
2026-09-13,mobile,iOS,or_shortlist_get_poi,,,HK.SR2.Reel.photo.29427513,,HK.SR2.photo.menu.688339,,7.17.2,1,1
2026-09-13,mobile,iOS,or_poi_review_back,,,HK.SR2.review.505518,,HK.SR2.review.505518,,7.6.2,1,1
2026-09-13,mobile,iOS,poi_emenu_photo,,,HK.SR2.photo.menu.720798,,HK.SR2.photo.menu.720798,,7.14.4,4,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.photo.all.541791,,HK.SR2.photo.all.541791,,7.10.3,2,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.19160,,HK.SR2.Overview.19160,sr2allphoto,7.9.5,1,1
2026-09-13,mobile,iOS,or_poi_map_copy,,,HK.SR2.Map.657573,,,,7.12.0,1,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.Overview.616992,,HK.SR2.Overview.616992,sr2popular,7.17.2,1,1
2026-09-13,mobile,iOS,or_sr1_reel_media,,,HK.SR1.Reel.photo.14243146,,HK.SR1.Reel.photo.14243146,Reel,7.8.0,1,1
2026-09-13,mobile,iOS,or_search_get_poi,,,HK.Offer.SR1.2,,,sr1,7.3.5,5,2
2026-09-13,mobile,iOS,poi_emenu_photo,,,HK.SR2.photo.menu.2665,,HK.SR2.photo.menu.2665,,7.14.3,1,1
2026-09-13,mobile,iOS,or_poi_review_smile,,,HK.SR2.review.1140818,,HK.SR2.review.1140818,sr2reviewTab,7.5.3,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.photo.667443,,HK.SR2.photo.667443,sr2PhotoTab,7.7.1,2,1
2026-09-13,mobile,iOS,or_explore_reel,,,HK.SR2.Reel.photo.26530428,,HK.SR2.Reel.photo.26530428,sr2,7.4.3,1,1
2026-09-13,mobile,iOS,user_like_photo,,,HK..Reel.photo.29254859,,HK..Reel.photo.29254859,Reel,7.5.4,1,1
2026-09-13,mobile,iOS,or_search_offer,,,HK.Offer.SR1.43,,HK.Offer.SR1.43,sr1,7.13.3,1,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.Reel.photo.20429067,,HK.SR2.photo.food.760100,sr2PhotoTab,7.16.1,1,1
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.991194,,HK.SR2.Overview.991194,sr2opening,7.6.2,1,1
2026-09-13,mobile,iOS,or_poi_review_back,,,HK.SR2.review.891747,,HK.SR2.review.891747,,7.15.0,2,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.Reel.photo.27254861,,HK.SR2.Reel.photo.27254861,,7.9.1,1,1
2026-09-13,mobile,iOS,or_search_get_poi,,,HK.LMS2Lite.4.tab.-990.2,,HK.LMS2Lite.4.tab.-990.2,sr1,7.17.1,1,1
2026-09-13,mobile,iOS,or_tm_menu_offer_detail,,,HK.SR2.Overview.762371,,HK.SR2.Overview.762371,,7.14.4,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.441009,,HK.SR2.Overview.441009,,7.11.1,1,1
2026-09-13,mobile,iOS,or_poi_review_editorChoice,,,HK.SR2.review.smile.665098,,HK.SR2.review.smile.665098,sr2reviewTab,7.10.3,1,1
2026-09-13,mobile,Android,or_explore_reel_media,,,HK.Explore.Reel.Media.54393,,HK.Explore.Reel.Media.54393,Explore,7.17.0,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.Overview.796764,,HK.SR2.Overview.796764,sr2Tab,7.9.5,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.654526,,HK.SR2.Overview.654526,,7.10.3,1,1
2026-09-13,mobile,Android,or_search_result_map,,,HK.Search.SR1.1,,HK.Search.SR1.1,Advance,7.13.0,1,1
2026-09-13,mobile,Android,or_search_adv,,,HK.Search.SR1.2,,hk.AdvSearch,,7.18.1,1,1
2026-09-13,mobile,iOS,user_report_photo,,,HK.SR2.Reel.photo.20451809,,HK.SR2.Reel.photo.20451809,Reel,7.14.4,1,1
2026-09-13,mobile,iOS,or_poi_get_photos_video,,,HK.SR2.Overview.888770,,HK.SR2.Overview.888770,sr2PhotoTab,7.11.1,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.759060,,HK.SR2.Overview.759060,,7.10.3,1,1
2026-09-13,mobile,iOS,or_takeaway_order,,,HK.Takeaway.order.564474,,HK.Takeaway.order.564474,menu,7.9.1,1,1
2026-09-13,mobile,iOS,or_buffet_getlist,,,HK.Home,,HK.Home,Index,7.8.0,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.994439,,HK.SR2.Overview.994439,,7.17.2,2,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Reel.photo.29021194,,HK.SR2.photo.all.874115,,7.10.2,1,1
2026-09-13,mobile,iOS,or_chart_dessert,,,HK.Chart.Popular,,HK.Chart.Popular,ChartDessert,7.11.1,1,1
2026-09-13,mobile,iOS,user_photo_info,,,HK.SR2.Reel.photo.29366435,,HK.SR2.Reel.photo.29366435,Reel,7.16.1,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.1115423,,HK.SR2.Overview.1115423,,7.9.2,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.433180,,HK.SR2.Overview.433180,sr2photo,7.9.6,1,1
2026-09-13,mobile,iOS,user_myor,,,HK.Me,,,btmBar,7.5.2,1,1
2026-09-13,mobile,iOS,or_search_offer,,,HK.Offer.SR1.24,,HK.Offer.SR1.24,sr1,7.14.3,1,1
2026-09-13,mobile,iOS,poi_emenu_photo,,,HK.SR2.photo.menu.734292,,HK.SR2.photo.menu.734292,,7.14.3,3,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.795447,,HK.SR2.Overview.795447,,7.16.1,1,1
2026-09-13,mobile,iOS,or_poi_map_nearby,,,HK.SR2.Map.15438,,,,7.9.5,1,1
2026-09-13,mobile,Android,or_takeaway_order,,,HK.SR2.overview.645632,,,sr2Tab,7.12.3,2,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.Overview.447081,,,sr2popular,7.3.1,1,1
2026-09-13,mobile,iOS,voucher_detail,,,HK.SR2.Overview.647145,,HK.SR2.Overview.647145,sr1,7.14.4,1,1
2026-09-13,mobile,iOS,or_search_layer_search,,,MO.search.layer,,MO.search.layer,qcksearch,7.12.1,1,1
2026-09-13,mobile,iOS,user_bookmark_poi,,,HK.SR2.Overview.14149,,,screenCap,7.9.2,1,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.Overview.712728,,HK.SR2.Overview.712728,sr2popular,7.11.1,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.698596,,,sr2photo,7.3.1,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.42060,,HK.SR2.Overview.42060,,7.17.2,1,1
2026-09-13,mobile,iOS,or_takeaway_order,,,HK.Takeaway.order.9942,,HK.Takeaway.order.9942,sr2Tab,7.13.3,1,1
2026-09-13,mobile,iOS,or_poi_review_back,,,HK.SR2.review.771711,,HK.SR2.review.771711,,7.9.5,1,1
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.543570,,HK.SR2.Overview.543570,sr2MoreInfo,7.17.2,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.Overview.807166,,,sr2Tab,7.3.5,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.548692,,HK.SR2.Overview.548692,,7.11.0,1,1
2026-09-13,mobile,Android,or_poi_get_photos,,,HK.SR2.photo.682275,,HK.SR2.media.others.682275,sr2photoTab,7.9.6,1,1
2026-09-13,mobile,Android,or_search_quick,,,HK.Search.SR1.4,,hk.Search.SR1.1,,7.18.1,1,1
2026-09-13,mobile,iOS,or_poi_doorPhoto,,,HK.SR2.Overview.681247,,HK.SR2.Overview.681247,Others,7.16.0,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.464818,,HK.SR2.Overview.464818,,7.4.2,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.Overview.496739,,HK.SR2.Overview.496739,sr2Tab,7.9.5,1,1
2026-09-13,mobile,iOS,user_photo_info,,,HK.SR2.Reel.photo.29275727,,HK.SR2.Reel.photo.29275727,Reel,7.11.1,1,1
2026-09-13,mobile,Android,or_poi_get_menu,,,HK.SR2.Menu.50772,,HK.SR2.Menu.50772,sr2,7.8.0,8,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.photo.1111600,,HK.SR2.photo.1111600,,7.9.5,3,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.3283,,HK.SR2.Overview.3283,sr2allphoto,7.9.2,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.897860,,HK.SR2.Overview.897860,sr2allphoto,7.6.6,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.797396,,HK.SR2.Overview.797396,sr2allphoto,7.9.6,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.895236,,HK.SR2.Overview.895236,,7.15.0,1,1
2026-09-13,mobile,iOS,or_search_offer,,,HK.Offer.SR1.16,,HK.Offer.SR1.16,qcksearch,7.11.1,1,1
2026-09-13,mobile,iOS,or_sr2_reel_media,,,HK.SR2.Reel.photo.29492029,,HK.SR2.Reel.photo.29492029,all,7.17.2,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.1122137,,HK.SR2.Overview.1122137,,7.14.4,1,1
2026-09-13,mobile,iOS,or_poi_review_back,,,HK.SR2.review.757964,,HK.SR2.review.757964,,7.8.0,1,1
2026-09-13,mobile,iOS,or_takeaway_checkout,,,HK.Takeaway.order.890945,,HK.Takeaway.order.890945,menu,7.15.0,1,1
2026-09-13,mobile,Android,or_search_quick,,,HK.LMS2Lite.110.tab.-990.3,,hk.Home,lmsSr1,7.18.1,1,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.Overview.478663,,HK.SR2.Overview.478663,sr2popular,7.14.0,1,1
2026-09-13,mobile,iOS,or_sr1_reel_media,,,HK.Explore.4,,hk.Photo.SR1.4,,7.14.1,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.619692,,HK.SR2.Overview.619692,,7.14.4,1,1
2026-09-13,mobile,iOS,or_poi_phone,,,HK.SR2.Overview.75474,,,sr2basic,7.9.5,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.1130068,,,sr2photo,7.3.5,1,1
2026-09-13,mobile,iOS,or_search_layer_tips,,,HK.search.layer,,HK.search.layer,,7.12.3,96,63
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.Overview.614877,,HK.SR2.Overview.614877,sr2Tab,7.6.5,2,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.1129984,,HK.SR2.Overview.1129984,sr2allphoto,7.9.5,1,1
2026-09-13,mobile,iOS,or_explore_reel,,,HK.SR2.Reel.photo.29057292,,HK.SR2.Reel.photo.29057292,sr2,7.4.3,1,1
2026-09-13,mobile,Android,user_media_unmute,,,,,,,7.9.6,2,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.Overview.12817,,HK.SR2.Overview.12817,sr2Tab,7.10.3,1,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.photo.menu.998088,,HK.SR2.photo.menu.998088,sr2PhotoTab,7.16.1,1,1
2026-09-13,mobile,iOS,or_search_tablemap,,,HK.search.layer,,HK.Search.SR1.1,qcksearch,7.17.2,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.photo.decor.550347,,HK.SR2.photo.decor.550347,sr2PhotoTab,7.10.3,1,1
2026-09-13,mobile,iOS,or_search_get_poi,,,HK.QckSearch.SR1.25,,,sr1,7.9.0,1,1
2026-09-13,mobile,iOS,or_coupon_getdetails,,,HK.Review.6422169,,HK.Review.6422169,Others,7.9.5,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.Search.SR1.9,,HK.Search.SR1.8,,7.14.4,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.22292,,HK.SR2.Overview.22292,,7.7.1,2,1
2026-09-13,mobile,Android,user_media_fullscreen,,,HK.Sr2.Reel.photo.29102324,,HK.Sr2.Reel.photo.29102324,,7.16.0,1,1
2026-09-13,mobile,iOS,or_bookmark_get_poi,,,HK.MyBookmarkedPOI.11,,HK.MyBookmarkedPOI.11,mybmk,7.17.2,6,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.photo.video.1019433,,HK.SR2.photo.video.1019433,sr2PhotoTab,7.11.1,2,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.725905,,HK.SR2.Overview.725905,,7.14.4,5,4
2026-09-13,mobile,Android,or_lms2_tab_dinning,,,HK.LMS2Lite.99.tab.1274.1,,hk.LMS2Lite.99.tab.1274.1,,7.15.0,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.569869,,HK.SR2.Overview.569869,sr2allphoto,7.7.1,1,1
2026-09-13,mobile,iOS,or_search_nearby,,,HK.QckSearch.SR1.5,,,qcksearch,7.3.2,2,2
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.846671,,HK.SR2.Overview.846671,sr2allphoto,7.9.0,1,1
2026-09-13,mobile,iOS,or_poi_phone,,,HK.SR2.Overview.1121783,,,sr2info,7.1.1,1,1
2026-09-13,mobile,iOS,or_chart_bookmarked,,,HK.Photo.SR1.Reel.media.17633,,HK.Photo.SR1.Reel.media.17633,Explore,7.17.0,1,1
2026-09-13,mobile,iOS,or_search_adv,,,HK.AdvSearch.SR1.44,,HK.AdvSearch.SR1.44,Advance,7.6.1,1,1
2026-09-13,mobile,Android,view_SR1_Promotion,,,HK.Search.SR1.3,,hk.QckSearch,,7.13.0,2,2
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.567535,,HK.SR2.Overview.567535,sr2allphoto,7.6.6,1,1
2026-09-13,mobile,iOS,or_membershippoint_list,,,HK.Me,,HK.Me,MYOR,7.10.2,2,2
2026-09-13,mobile,Android,or_qcksearch,,,HK.Home,,hk.Home,,7.18.1,8,7
2026-09-13,mobile,iOS,or_poi_map,,,HK.SR2.Overview.825585,,HK.SR2.Overview.825585,,7.15.0,1,1
2026-09-13,mobile,Android,or_search_get_poi,,,HK.LMS2Lite.13.tab.-990.1,,hk.LMS2Lite.13.tab.-990.1,lmsSr1,7.16.2,2,2
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.Overview.661348,,HK.SR2.Overview.661348,sr2Tab,7.9.2,1,1
2026-09-13,mobile,iOS,or_takeaway_order,,,HK.Takeaway.order.871560,,HK.Takeaway.order.871560,sr2Tab,7.11.1,1,1
2026-09-13,mobile,iOS,or_search_adv,,,HK.AdvSearch.SR1.20,,HK.AdvSearch.SR1.20,Advance,7.6.1,1,1
2026-09-13,mobile,iOS,or_search_layer_tips,,,HK.Search.SR1.1,,HK.SR1.Reel.photo.28773943,qcksearch,7.14.4,1,1
2026-09-13,mobile,iOS,or_takeaway_order,,,HK.Takeaway.order.832893,,,sr2Tab,7.3.5,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.photo.1127601,,HK.SR2.photo.1127601,sr2PhotoTab,7.9.5,1,1
2026-09-13,mobile,iOS,or_sr1_reel_media,,,HK.Explore.2,,hk.Photo.SR1.2,,7.15.0,1,1
2026-09-13,mobile,iOS,poi_emenu_photo,,,HK.SR2.Menu.779440,,HK.SR2.Menu.779440,,7.9.6,3,1
2026-09-13,mobile,iOS,or_poi_popularDish_detail,,,HK.SR2.popularDish.list.104925,,HK.SR2.popularDish.list.104925,,7.9.5,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.Reel.photo.27733557,,HK.SR2.Reel.photo.27733557,,7.5.0,1,1
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.899632,,HK.SR2.Overview.899632,sr2MoreInfo,7.7.0,1,1
2026-09-13,mobile,iOS,poi_emenu_photo,,,HK.SR2.photo.menu.680620,,HK.SR2.photo.menu.680620,,7.11.1,1,1
2026-09-13,mobile,iOS,or_myor_bkmPOI,,,HK.recsys.SR1.poi.2,,HK.recsys.SR1.poi.2,btmBar,7.4.2,1,1
2026-09-13,mobile,iOS,or_poi_doorPhoto,,,HK.SR2.Overview.867112,,HK.SR2.Overview.867112,Others,7.6.3,2,1
2026-09-13,mobile,Android,or_poi_phone,,,HK.SR2.overview.652146,,,sr2basic,7.14.2,1,1
2026-09-13,mobile,iOS,or_takeaway_order,,,HK.Takeaway.order.742580,,HK.Takeaway.order.742580,sr2Tab,7.9.5,1,1
2026-09-13,mobile,iOS,or_job_detail,,,HK.corpjobs.4550.1,,,corpJobs,7.11.0,1,1
2026-09-13,mobile,iOS,myor_search_bkmPOI,,,HK.Me,,HK.Me,btmBar,7.14.4,6,6
2026-09-13,mobile,iOS,user_enter_profile,,,HK.SR2.photo.149893,,,sr2photo,7.3.1,1,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.Home,,HK.Home,sr2popular,7.6.6,1,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.Reel.media.34703,,HK.SR2.photo.video.801117,sr2PhotoTab,7.14.1,1,1
2026-09-13,mobile,iOS,or_poi_coupon,,,HK.SR2.Overview.783709,,,sr2OV,7.10.2,2,1
2026-09-13,mobile,iOS,or_explore_reel_media,,,HK.SR2.photo.menu.696332,,hk..1,,7.15.0,1,1
2026-09-13,mobile,iOS,or_search_back,,,HK.QckSearch.SR1.3,,HK.QckSearch.SR1.3,,7.9.2,8,7
2026-09-13,mobile,iOS,poi_emenu_photo,,,HK.SR2.photo.menu.816782,,HK.SR2.photo.menu.816782,,7.16.0,7,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.1148596,,HK.SR2.Overview.1148596,,7.11.1,1,1
2026-09-13,mobile,iOS,or_poi_popularDish_detail,,,HK.SR2.photo.popularDish.546864,,HK.SR2.photo.popularDish.546864,,7.16.1,1,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.Takeaway.order.557164,,HK.Takeaway.order.557164,sr2popular,7.16.1,1,1
2026-09-13,mobile,iOS,or_sr1_reel_media,,,HK.Search.SR1.1,,hk.SR1.2,,7.17.2,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.20630,,HK.SR2.Overview.20630,,7.10.3,1,1
2026-09-13,mobile,iOS,or_search_layer,,,.Search.SR1.1,,.Search.SR1.1,,7.12.1,1,1
2026-09-13,mobile,Android,or_search_nearby,,,HK.Nearby.SR1.1,,hk.QckSearch,,7.18.1,5,5
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.Overview.30697,,HK.SR2.Overview.30697,sr2popular,7.10.3,1,1
2026-09-13,mobile,Android,or_poi_popularDish,,,HK.SR2.photo.popularDish.711889,,HK.SR2.photo.popularDish.711889,sr2,7.15.0,3,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.photo.570114,,HK.SR2.photo.570114,sr2PhotoTab,7.9.5,1,1
2026-09-13,mobile,iOS,user_bookmark_poi,,,HK.TM.success.796729,,,Booking,7.9.2,1,1
2026-09-13,mobile,iOS,user_bookmark_poi,,,HK.SR2.Overview.530402,,,screenCap,7.9.5,1,1
2026-09-13,mobile,iOS,or_explore_reel,,,HK.SR2.photo.decor.717706,,HK.SR2.photo.decor.717706,sr2,7.4.4,8,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.AdvSearch,,HK.AdvSearch,,7.4.2,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.137317,,HK.SR2.Overview.137317,sr2allphoto,7.10.2,1,1
2026-09-13,mobile,iOS,user_like_photo,,,HK.SR2.Reel.photo.29083869,,HK.SR2.Reel.photo.29083869,Reel,7.14.1,1,1
